asset_file,path_id,obj_type,field_path,text
sharedassets0.assets,8607,MonoBehaviour,m_Name,145PlushiesStuffedBearAbility
sharedassets0.assets,8607,MonoBehaviour,behaviors[0].handle,broken_heart_tokens
sharedassets0.assets,8607,MonoBehaviour,behaviors[1].groupRef,broken_heart_tokens
sharedassets0.assets,8608,MonoBehaviour,m_Name,299PlushiesStuffedKyuAbility
sharedassets0.assets,8608,MonoBehaviour,behaviors[0].handle,passion_level
sharedassets0.assets,8608,MonoBehaviour,behaviors[1].valueRef,passion_level
sharedassets0.assets,8609,MonoBehaviour,m_Name,DateActionMenuItem
sharedassets0.assets,8609,MonoBehaviour,iconName,action_menu_icon_date
sharedassets0.assets,8609,MonoBehaviour,labelText,Ask on Date
sharedassets0.assets,8610,MonoBehaviour,m_Name,FinderActionMenuItem
sharedassets0.assets,8610,MonoBehaviour,iconName,action_menu_icon_switch
sharedassets0.assets,8610,MonoBehaviour,labelText,Girl Finder
sharedassets0.assets,8611,MonoBehaviour,m_Name,GiftActionMenuItem
sharedassets0.assets,8611,MonoBehaviour,iconName,action_menu_icon_gift
sharedassets0.assets,8611,MonoBehaviour,labelText,View Inventory
sharedassets0.assets,8612,MonoBehaviour,m_Name,ProfileActionMenuItem
sharedassets0.assets,8612,MonoBehaviour,iconName,action_menu_icon_girl
sharedassets0.assets,8612,MonoBehaviour,labelText,Check Profile
sharedassets0.assets,8613,MonoBehaviour,m_Name,StoreActionMenuItem
sharedassets0.assets,8613,MonoBehaviour,iconName,action_menu_icon_store
sharedassets0.assets,8613,MonoBehaviour,labelText,Purchase Gifts
sharedassets0.assets,8614,MonoBehaviour,m_Name,TalkActionMenuItem
sharedassets0.assets,8614,MonoBehaviour,iconName,action_menu_icon_talk
sharedassets0.assets,8614,MonoBehaviour,labelText,Talk With Her
sharedassets0.assets,8615,MonoBehaviour,m_Name,GirlFinderCellAppDefinition
sharedassets0.assets,8615,MonoBehaviour,appName,Girl Finder
sharedassets0.assets,8615,MonoBehaviour,footerSprite,cellphone_app_icon_finder
sharedassets0.assets,8615,MonoBehaviour,headerSprite,cellphone_header_icons_finder
sharedassets0.assets,8615,MonoBehaviour,bgSpriteName,cell_app_finder_background
sharedassets0.assets,8615,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_finder
sharedassets0.assets,8616,MonoBehaviour,m_Name,GirlProfileCellAppDefinition
sharedassets0.assets,8616,MonoBehaviour,appName,Girls
sharedassets0.assets,8616,MonoBehaviour,footerSprite,cellphone_app_icon_girls
sharedassets0.assets,8616,MonoBehaviour,headerSprite,cellphone_header_icons_girls
sharedassets0.assets,8616,MonoBehaviour,bgSpriteName,cell_app_profile_background
sharedassets0.assets,8616,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_girl
sharedassets0.assets,8617,MonoBehaviour,m_Name,GirlsCellAppDefinition
sharedassets0.assets,8617,MonoBehaviour,appName,Girls
sharedassets0.assets,8617,MonoBehaviour,footerSprite,cellphone_app_icon_girls
sharedassets0.assets,8617,MonoBehaviour,headerSprite,cellphone_header_icons_girls
sharedassets0.assets,8617,MonoBehaviour,bgSpriteName,cell_app_girl_background
sharedassets0.assets,8617,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_girl
sharedassets0.assets,8618,MonoBehaviour,m_Name,InventoryCellAppDefinition
sharedassets0.assets,8618,MonoBehaviour,appName,Inventory
sharedassets0.assets,8618,MonoBehaviour,footerSprite,cellphone_app_icon_inventory
sharedassets0.assets,8618,MonoBehaviour,headerSprite,cellphone_header_icons_inventory
sharedassets0.assets,8618,MonoBehaviour,bgSpriteName,cell_app_inventory_background
sharedassets0.assets,8618,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_inventory
sharedassets0.assets,8619,MonoBehaviour,m_Name,MessagesCellAppDefinition
sharedassets0.assets,8619,MonoBehaviour,appName,Messages
sharedassets0.assets,8619,MonoBehaviour,footerSprite,cellphone_app_icon_messages
sharedassets0.assets,8619,MonoBehaviour,headerSprite,cellphone_header_icons_messages
sharedassets0.assets,8619,MonoBehaviour,bgSpriteName,cell_app_messages_background
sharedassets0.assets,8619,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_messages
sharedassets0.assets,8620,MonoBehaviour,m_Name,SettingsCellAppDefinition
sharedassets0.assets,8620,MonoBehaviour,appName,Settings
sharedassets0.assets,8620,MonoBehaviour,footerSprite,cellphone_app_icon_settings
sharedassets0.assets,8620,MonoBehaviour,headerSprite,cellphone_header_icons_settings
sharedassets0.assets,8620,MonoBehaviour,bgSpriteName,cell_app_settings_background
sharedassets0.assets,8620,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_settings
sharedassets0.assets,8621,MonoBehaviour,m_Name,StoreCellAppDefinition
sharedassets0.assets,8621,MonoBehaviour,appName,Store
sharedassets0.assets,8621,MonoBehaviour,footerSprite,cellphone_app_icon_store
sharedassets0.assets,8621,MonoBehaviour,headerSprite,cellphone_header_icons_store
sharedassets0.assets,8621,MonoBehaviour,bgSpriteName,cell_app_shop_background
sharedassets0.assets,8621,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_store
sharedassets0.assets,8622,MonoBehaviour,m_Name,TraitsCellAppDefinition
sharedassets0.assets,8622,MonoBehaviour,appName,Traits
sharedassets0.assets,8622,MonoBehaviour,footerSprite,cellphone_app_icon_traits
sharedassets0.assets,8622,MonoBehaviour,headerSprite,cellphone_header_icons_traits
sharedassets0.assets,8622,MonoBehaviour,bgSpriteName,cell_app_upgrades_background
sharedassets0.assets,8622,MonoBehaviour,scrollBgSpriteName,cell_app_scroller_traits
sharedassets0.assets,8623,MonoBehaviour,m_Name,IntroAiko
sharedassets0.assets,8623,MonoBehaviour,steps[0].showGirlStyles,"8,13"
sharedassets0.assets,8623,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Aaaaaaaaaahhhhh...
sharedassets0.assets,8623,MonoBehaviour,steps[2].sceneLine.dialogLine.text,Good morning Aiko!
sharedassets0.assets,8623,MonoBehaviour,steps[3].sceneLine.dialogLine.text,"Oh,····· hey Beli."
sharedassets0.assets,8623,MonoBehaviour,steps[4].sceneLine.dialogLine.text,What's wrong?···················· Seem's like something's bothering you.
sharedassets0.assets,8623,MonoBehaviour,steps[5].sceneLine.dialogLine.text,"Yeah,····· life."
sharedassets0.assets,8623,MonoBehaviour,steps[6].sceneLine.dialogLine.text,*hahaha*··········How are classes going?
sharedassets0.assets,8623,MonoBehaviour,steps[7].sceneLine.dialogLine.text,"Ugghhhhh,····· I don't want to talk about that."
sharedassets0.assets,8623,MonoBehaviour,steps[8].sceneLine.dialogLine.text,"Mmmm,····· well,····· I think I have just the thing!"
sharedassets0.assets,8623,MonoBehaviour,steps[9].sceneLine.dialogLine.text,I'm headed to the beach to work on a few poses.········ You should join me.
sharedassets0.assets,8623,MonoBehaviour,steps[10].sceneLine.dialogLine.text,Nothing like a little exercise to melt that stress away.
sharedassets0.assets,8623,MonoBehaviour,steps[11].sceneLine.dialogLine.text,"Ehhhhh,····· not today.············ I'm just not feelin' it."
sharedassets0.assets,8623,MonoBehaviour,steps[12].sceneLine.dialogLine.text,Will I at least be seeing you this weekend at the studio?
sharedassets0.assets,8623,MonoBehaviour,steps[13].sceneLine.dialogLine.text,"I'll be there.·········· I don't think I have anything else going on, for once."
sharedassets0.assets,8623,MonoBehaviour,steps[14].sceneLine.dialogLine.text,Great!····· Can't wait!·········· See you there.
sharedassets0.assets,8623,MonoBehaviour,steps[15].showGirlStyles,"8,13"
sharedassets0.assets,8623,MonoBehaviour,steps[16].sceneLine.dialogLine.text,Dude...······· bro...········· Asian chicks...·········· don't even get me started.
sharedassets0.assets,8623,MonoBehaviour,steps[16].sceneLine.dialogLine.secondaryText,Asian chicks...·········· don't even get me started.
sharedassets0.assets,8623,MonoBehaviour,steps[17].sceneLine.dialogLine.text,I··· have like the worst case of yellow fever··· ever...····· EV··ER.····· Like··· a yellow··· plague.
sharedassets0.assets,8623,MonoBehaviour,steps[20].sceneLine.dialogLine.text,"This is a tough approach.····· She's kinda in a shitty mood, so··· say something stupid to try and cheer her up."
sharedassets0.assets,8623,MonoBehaviour,steps[21].sceneLine.dialogLine.text,It doesn't matter what.····· The stupider the better.
